发布时间,微博内容
2023-01-17 20:10:50,预计未来三天，在冷高压的控制下，全市以阴天间多云天气为主，白天气温缓慢回升，但早晚寒意浓厚，大部最低气温仍在10℃以下。目前正值春运时期，高寒山区和桂北局地有冰冻，提醒大家在外出前合理规划出行时间和路线，驾驶注意减速慢行，避免发生交通事故。 南宁气象的微博视频 
2023-01-17 20:10:04,#公安部今天起严查酒驾醉驾#今天起，全国公安开展酒驾醉驾严查行动，严管严查节日期间酒驾醉驾违法犯罪行为，严防酒驾醉驾肇事导致的恶性交通事故。不论农村还是城市，只要是有公路的地方，全部要查。接下来，喜欢喝两盅的人特别要引起注意，司机一盅酒，亲人两行泪。节日期间，喝酒不开车，开车不喝 ...全文
2023-01-17 20:07:36,"#平安春运交警同行##交通违法曝光台# 【“特别的缘分”｜同名同姓酒驾司机 同一晚上被查】为保障春运期间群众安全、顺利出行，坚决预防因酒驾醉驾引发的道路交通事故,成都交警六分局在常态化开展重点交通违法整治基础上,科学部署、精心筹备,全天候、全路段开展酒驾醉驾违法查处行动。2023年01月12日00 ...全文"
2023-01-17 20:07:15,"2023年1月17日20:07包茂高速西镇段西安方向太乙宫至营盘之间K921+750处发生交通事故,秦岭终南山隧道双向道路封闭。 "
2023-01-17 20:06:36,#行车记录仪#交通事故 丿Wake的微博视频 
2023-01-17 20:02:00,【规范出行避祸端，交通安全要牢记】#覆车之戒##平安春运交警同行# 2022年12月19日，聂某某驾驶小型轿车行驶至德阳市旌阳区事发路段时，车辆失控，与由肖某某驾驶的普通二轮摩托车相撞，造成肖某某、摩托车乘客黄某某受伤，车辆受损的交通事故发生。经@德阳交警支队 旌阳大队认定：聂某某的行为违反了 ...全文
2023-01-17 20:00:24,【醉驾＋无证驾驶 ，糊涂兄弟上演的“兄弟情”】近日，在衢州衢江区，禄某驾驶一辆小型普通客车并搭载该车车主吴某行驶至一路口时，追尾前方同方向的小型轿车，造成两车损坏的交通事故。@衢州交警在线  到达现场后禄某与吴某各自说是自己开的车，交警蜀黍一脸懵。并现场对禄某进行呼气式酒精检测，数值 ...全文
2023-01-17 20:00:04,【我来了 我又走了！监控看了都尴尬】#闯红灯# #交通事故现场# #撞车# #新疆交警# 新疆交警微发布的微博视频 
2023-01-17 19:52:52,【开快车 听嗨曲 停不住】#平安春运交警同行# 近日，在黑龙江省齐齐哈尔市，一男子驾车快速行驶，由于速度过快，在发生危险时不能采取有效措施，与电动车相撞，发生交通事故。交警提示：车辆行驶速度过快，驾驶人的视野会变窄，判断能力变差，影响驾驶人的操作稳定性，如遇紧急情况，容易造成碰撞、翻 ...全文
2023-01-17 19:51:01,【#交通安全常识#】车辆发生故障或交通事故，牢记：车靠边、人撤离、快报警。交通安全蜀黍的微博视频 
2023-01-17 19:50:01,【路口看一看，危险少一半】#覆车之戒# 2022年12月30日8时许，广元市朝天区，田某某驾驶川H08*****号轮式拖拉机行驶至108国道1849km+500m处时，因转弯前未观察路口情况，与方某驾驶的川H86***号小型轿车发生碰撞，造成方某受伤及两车车辆受损的道路交通事故。#四川交警提醒# 在通过复杂道路时，应先观 ...全文
2023-01-17 19:46:41,【又是盲区惹的祸，货车变道撞小车】近日，G25长深高速德清段发生了一起十分惊险的交通事故，一辆小车被大货车顶着推行了数十米，罪魁祸首就是“大祸车”的盲区！交警提醒：无论何时何地，都要与大货车保持必要的“安全距离”，切勿将自己置身于危险当中；大货车驾驶员变更车道前应提高警惕注意观察， ...全文
2023-01-17 16:56:45,#公安部今天起严查酒驾醉驾#为了自己的安全，也是为了你的春节能团团圆圆，没有人因为交通事故缺席家庭团聚。请拒绝酒驾、醉驾 盏茶书香的微博视频 
2023-01-17 19:37:40,【临潼交警美丽乡村行】今天（1月17日）下午，临潼交警承办的“秦韵迎春 翰墨贺岁”春节送戏下乡暨“美丽乡村行”农村交通安全宣传活动在临潼区油槐街办石家村开展。活动现场，临潼交警大队安监中队民警向群众讲解并分析身边交通事故发生的成因及典型事故案例，告诫广大群众应严格遵守道路交通法律法 ...全文
2023-01-17 19:36:25,今天上午，小榄镇举行誓师大会，启动“摩电”交通安全问题整治行动，将全面压降摩托车、电动自行车道路交通事故。 网页链接 
2023-01-17 19:34:36,#四川高速路况# 【交通事故】1月17日19时25分，G42沪蓉高速广南段南充至广安方向，距离谭家沟枢纽几百米处发生两小车追尾事故。请过往车辆谨慎驾驶，注意安全。 
2023-01-17 19:32:22,#新手司机驾车坠塘一家三口身亡#看到这条微博的全国民众注意了！！！年关了希望大家过个好年，接二连三的出现交通事故，那我们可以联想到！天灾是没了，人祸来了！！千万要注意安全，出了事要理性一点，当机立断这是我们的生存法则！没办法我们要活着！我们要生活下去！如果当你遇到生命危险的时候思路 ...全文
2023-01-17 19:32:14,“五高举措”全力做好春运期间交通安全管理@云南政法 @云南警方 当前正值春运春节西双版纳旅游旺季，景洪交警大队采取“五高举措”，加大对通往旅游景区线路的旅游客车、自驾游私家车等车辆的交通管理管理，避免旅游交通事故的发生，保障广大游客生命财产安全。 
2023-01-17 19:28:27,#高速路况# 沈海高速K663烟台方向交通事故处理完毕，沈海高速K663-K666烟台方向车流量恢复正常。（青岛高速出行服务平台提供） 
2023-01-17 19:28:02,#越秀#【越秀分局开展涉危化品车辆交通事故应急演练，切实加强事故应急能力】2023年1月10日，市生态环境局越秀分局、越秀区交警大队、区应急局、区消防救援大队、区卫健局等部门联合开展2023年度涉危化品车辆交通事故应急演练。本次演练结合越秀区实际情况，模拟油罐车发生碰撞追尾事故，油罐车内装载 ...全文
2023-01-17 19:20:32,郑新黄河大桥200多辆车撞成一团，希望交通事故的人员能少些伤亡玄学角度分析：1、今天诸事不宜，尽量减少不必要的出行。2、“郑”字犯太岁，凶则更凶。——————1➕2=不好的日子➕“郑”犯太岁，威力double kill……奉劝各位，明年犯太岁的生肖们，提前应对，趋吉避凶 
2023-01-17 14:32:11,【慢直播：#四川春运最新路况#】#2023春运高峰期要来了#，来直播间↓↓了解四川高速最新路况，选择最优回家道路！交警提醒：#春节回家路上小心碰瓷党#，发生交通事故后主动报警，用手机拍摄事故现场及相关人员照片，不私了、不转账，等待交警到场依法依规处置。#又是一年春运时#    ...全文
2023-01-17 19:09:29,两公布一提示 2023年春节即将来临伴随春节的临近一年一度的春运工作也已开始春运时间1月7日~2月15日为期40天其中1月21日（除夕）至1月27日（初六）为春节假期    春运历来是交通事故的易发、多发、高发期，天气复杂多变的时间段，雨夹雪、降雪、雾霾、大风降温等恶劣天气，车辆性能受低温影响大，道 ...全文
2023-01-17 19:09:30,【行人上高速，安全没保障！】高速公路作为全封闭的高级公路，行人是禁止进入的，然而有的人他不听，以身试险，在高速公路上散步，玩耍，甚至拦车。这些危险的做法！一旦遇到意外情况，极易引发严重的交通事故事故。今天我们一起来聊一聊行人上高速的那些事！湖南高速警察的微博视频 
2023-01-17 18:11:01,天呐！！我拿了两年驾照都不敢开车！最近开车的时候是我哥哥们喝酒了 我才开车我jio都扣紧了。小孩子才一岁多啊！临近过年大家要注意安全！最近发生交通事故太多了。平安到家。#新手司机驾车坠塘一家三口身亡# 
2023-01-17 18:51:57,#泛西南货车联合整治# 为进一步提高货车司机的交通安全意识，增强驾驶人遵规守法的自觉性，加强对大货车的交通安全管理，有效预防道路交通事故，兴义公安交警持续开展大货车专项整治行动。 
2023-01-17 18:50:38,#四川高速路况# 【站口关闭】2023年1月17日18时50分，S2成巴高速巴南段，因处置交通事故，现对仪陇站入口实施交通管制，所有车辆禁止入站。 
2023-01-17 18:49:25,#平安春运交警同行##共筑平安中国年#【湖里交警组织召开2023年春运工作动员大会】为保障春运期间辖区道路交通安全畅通有序，1月13日上午，湖里交警组织召开辖区货运企业春运工作动员大会，23家货运企业代表到场参加。会上，邓辉副大队长分析了春运期间道路交通安全形势，深度剖析了近期交通事故成因， ...全文
2023-01-17 18:48:53,云南高速路况【昆石高速】昆石高速石林至昆明方向K1797+500宜良立交桥发生事故，占据中间和右侧车道，现K68加水站间歇性放行一个车道、石林收费站、石林北收依然临时交通管制中，提醒过往驾驶人从324国道绕行，如车辆发生故障或交通事故，须遵循“车靠边、人撤离、即报警”，报警电话，0871--1 ...全文
2023-01-17 18:43:20,为预防道路交通事故，确保群众度过一个安全祥和的春节，春运以来，临泽公安交警针对春运期间辖区车流、人流、物流集中，交通安全风险加大的实际，积极向群众和过往车辆驾驶员发放安全出行温馨提示卡，为平安春运努力营造一个安全、畅通、有序的道路交通环境。自2023年春运启动以来，临泽公安交警向货 ...全文
2023-01-17 18:34:53,好家伙今年真的是水逆啊，喜提一份交通事故责任认定书，人生第一次追尾，堵车真的是不能走神 
2023-01-17 18:33:36,楚雄交警：走进客运企业开展交通安全检查走访楚雄交警：走进客运企业开展交通安全检查走访为进一步抓好全州客运企业的交通安全管理工作，坚决防范客运企业车辆重特大道路交通事故发生，切实提升广大客运企业驾驶员的安全文明出行意识，确保“春运”道路交通安全稳定。2023年1月11日至12日期间，楚雄州公安局交警支队“春运办 ...全文
2023-01-17 18:32:10,【关于我市辖区运输企业所属车辆违法行为曝光】按照省公安厅2022年道路交通事故预防“减量控大”总体部署，绵竹市公安局交警大队对全市重点企业所属重点运输车辆超速、疲劳驾驶、闯红灯、违法停车、不按规定车道行驶、违反禁限行规定等交通违法情况进行了集中梳理，2022年7月-2022年12月重点违法行为的 ...全文
2023-01-17 18:31:10,#西藏# 警示⚠️ 2022年#交通事故# 案例 那曲融媒的微博视频 
